Batch,Cultivation batch,Strain,#1,#2,#3,#4,#5,#6,#7,#8,#9.1,#9.2,#9.3,#9.4,#9.5,#9.6,#9.7,#10.1,#10.2,#10.3,#11.1,#11.2,#11.3,#11.4,#12
P060092,GP092501,Grape Pie,"iCoA-PP_26-044, 03.06.2026 [internal]
iCoA-PP_26-135, 17.08.2026 [internal]","iCoA-PP_26-044, 03.06.2026 [internal]
iCoA-PP_26-135, 17.08.2026 [internal]","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","iCoA-PP_26-044, 03.06.2026 [internal]
iCoA-PP_26-135, 17.08.2026 [internal]","ППК26009, 21.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-13-М/26, 11.09.2026","88/2026, 03.02.2026
220-13-М/26, 11.09.2026","release — not tested — no certificate covers it
220-13-М/26, 11.09.2026","88/2026, 03.02.2026","88/2026, 03.02.2026","88/2026, 03.02.2026","88/2026, 03.02.2026","88/2026, 03.02.2026"
P060102,WED102501,Wedding Cake,"iCoA-PP_26-045, 03.06.2026 [internal]
iCoA-PP_26-164, 24.08.2026 [internal]","iCoA-PP_26-045, 03.06.2026 [internal]
iCoA-PP_26-164, 24.08.2026 [internal]","release — to be performed — see route
227-4-К/26, 11.09.2026","release — not tested — no certificate covers it
227-4-К/26, 11.09.2026","release — not tested — no certificate covers it
227-4-К/26, 11.09.2026","release — not tested — no certificate covers it
227-4-К/26, 11.09.2026","iCoA-PP_26-045, 03.06.2026 [internal]
iCoA-PP_26-164, 24.08.2026 [internal]","031-3-ГС/26, 12.02.2026","release — not tested — no certificate covers it
551/1082/26, 01.09.2026","release — not tested — no certificate covers it
551/1082/26, 01.09.2026","release — not tested — no certificate covers it
551/1082/26, 01.09.2026","release — not tested — no certificate covers it
551/1082/26, 01.09.2026","release — not tested — no certificate covers it
551/1082/26, 01.09.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-4-М/26, 16.09.2026","release — not tested — no certificate covers it
227-4-М/26, 16.09.2026","release — not tested — no certificate covers it
227-4-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060112,PUM102501,Pure Michigen,"iCoA-PP_26-046, 03.06.2026 [internal]
iCoA-PP_26-151, 17.08.2026 [internal]","iCoA-PP_26-046, 03.06.2026 [internal]
iCoA-PP_26-151, 17.08.2026 [internal]","031-2-К/26, 10.02.2026
220-25-К/26, 26.08.2026","release — not tested — no certificate covers it
220-25-К/26, 26.08.2026","031-2-К/26, 10.02.2026
220-25-К/26, 26.08.2026","031-2-К/26, 10.02.2026
220-25-К/26, 26.08.2026","iCoA-PP_26-046, 03.06.2026 [internal]
iCoA-PP_26-151, 17.08.2026 [internal]","031-2-ГС/26, 11.02.2026","74/0117/26, 09.02.2026","74/0117/26, 09.02.2026","74/0117/26, 09.02.2026","74/0117/26, 09.02.2026","74/0117/26, 09.02.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-25-М/26, 11.09.2026","327/2026, 11.02.2026
220-25-М/26, 11.09.2026","release — not tested — no certificate covers it
220-25-М/26, 11.09.2026","327/2026, 11.02.2026","327/2026, 11.02.2026","327/2026, 11.02.2026","327/2026, 11.02.2026","327/2026, 11.02.2026"
P060122,ACC102501,Amnesia Core Cut,"iCoA-PP_26-047, 03.06.2026 [internal]
iCoA-PP_26-123, 17.08.2026 [internal]","iCoA-PP_26-047, 03.06.2026 [internal]
iCoA-PP_26-123, 17.08.2026 [internal]","031-5-К/26, 10.02.2026
220-1-К/26, 25.08.2026","release — not tested — no certificate covers it
220-1-К/26, 25.08.2026","release — not tested — no certificate covers it
220-1-К/26, 25.08.2026","release — not tested — no certificate covers it
220-1-К/26, 25.08.2026","iCoA-PP_26-047, 03.06.2026 [internal]
iCoA-PP_26-123, 17.08.2026 [internal]","031-5-ГС/26, 12.02.2026","77/0120/26, 09.02.2026","77/0120/26, 09.02.2026","77/0120/26, 09.02.2026","77/0120/26, 09.02.2026","77/0120/26, 09.02.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-1-М/26, 11.09.2026","326/2026, 11.02.2026
220-1-М/26, 11.09.2026","release — not tested — no certificate covers it
220-1-М/26, 11.09.2026","326/2026, 11.02.2026","326/2026, 11.02.2026","326/2026, 11.02.2026","326/2026, 11.02.2026","326/2026, 11.02.2026"
P060132,CF102501,Chem Flyer,"iCoA-PP_26-048, 03.06.2026 [internal]
iCoA-PP_26-125, 17.08.2026 [internal]","iCoA-PP_26-048, 03.06.2026 [internal]
iCoA-PP_26-125, 17.08.2026 [internal]","031-4-К/26, 10.02.2026
220-6-К/26, 25.08.2026","release — not tested — no certificate covers it
220-6-К/26, 25.08.2026","release — not tested — no certificate covers it
220-6-К/26, 25.08.2026","release — not tested — no certificate covers it
220-6-К/26, 25.08.2026","iCoA-PP_26-048, 03.06.2026 [internal]
iCoA-PP_26-125, 17.08.2026 [internal]","031-4-ГС/26, 12.02.2026","73/0116/26, 09.02.2026","73/0116/26, 09.02.2026","73/0116/26, 09.02.2026","73/0116/26, 09.02.2026","73/0116/26, 09.02.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-6-М/26, 11.09.2026","330/2026, 11.02.2026
220-6-М/26, 11.09.2026","release — not tested — no certificate covers it
220-6-М/26, 11.09.2026","330/2026, 11.02.2026","330/2026, 11.02.2026","330/2026, 11.02.2026","330/2026, 11.02.2026","330/2026, 11.02.2026"
P060142,GRC102501/1,Grapes And Cream,"iCoA-PP_26-049, 03.06.2026 [internal]
iCoA-PP_26-169, 24.08.2026 [internal]","iCoA-PP_26-049, 03.06.2026 [internal]
iCoA-PP_26-169, 24.08.2026 [internal]","release — to be performed — see route
227-16-К/26, 11.09.2026","release — not tested — no certificate covers it
227-16-К/26, 11.09.2026","release — not tested — no certificate covers it
227-16-К/26, 11.09.2026","release — not tested — no certificate covers it
227-16-К/26, 11.09.2026","iCoA-PP_26-049, 03.06.2026 [internal]
iCoA-PP_26-169, 24.08.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
550/1081/26, 01.09.2026","release — not tested — no certificate covers it
550/1081/26, 01.09.2026","release — not tested — no certificate covers it
550/1081/26, 01.09.2026","release — not tested — no certificate covers it
550/1081/26, 01.09.2026","release — not tested — no certificate covers it
550/1081/26, 01.09.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-16-М/26, 16.09.2026","release — not tested — no certificate covers it
227-16-М/26, 16.09.2026","release — not tested — no certificate covers it
227-16-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060152,J31102501,Jokerz 31,"iCoA-PP_26-053, 03.06.2026 [internal]
iCoA-PP_26-114, 27.07.2026 [internal]","iCoA-PP_26-053, 03.06.2026 [internal]
iCoA-PP_26-114, 27.07.2026 [internal]","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","iCoA-PP_26-053, 03.06.2026 [internal]
iCoA-PP_26-114, 27.07.2026 [internal]","051-1-ГС/26, 02.03.2026","133/0230/26, 06.03.2026","133/0230/26, 06.03.2026","133/0230/26, 06.03.2026","133/0230/26, 06.03.2026","133/0230/26, 06.03.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-16-М/26, 10.08.2026","1056/2026, 09.03.2026
197-16-М/26, 10.08.2026","release — not tested — no certificate covers it
197-16-М/26, 10.08.2026","1056/2026, 09.03.2026","1056/2026, 09.03.2026","1056/2026, 09.03.2026","1056/2026, 09.03.2026","1056/2026, 09.03.2026"
SJ102501,SJ102501,Sleepy Joe,"iCoA-PP_26-055, 03.06.2026 [internal]
iCoA-PP_26-161, 24.08.2026 [internal]","iCoA-PP_26-055, 03.06.2026 [internal]
iCoA-PP_26-161, 24.08.2026 [internal]","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","iCoA-PP_26-055, 03.06.2026 [internal]
iCoA-PP_26-161, 24.08.2026 [internal]","051-3-ГС/26, 02.03.2026","release — not tested — no certificate covers it
549/1080/26, 31.08.2026","release — not tested — no certificate covers it
549/1080/26, 31.08.2026","release — not tested — no certificate covers it
549/1080/26, 31.08.2026","release — not tested — no certificate covers it
549/1080/26, 31.08.2026","release — not tested — no certificate covers it
549/1080/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-6-М/26, 16.09.2026","release — not tested — no certificate covers it
227-6-М/26, 16.09.2026","release — not tested — no certificate covers it
227-6-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060172,KC102501,Kush Crasher,"iCoA-PP_26-056, 03.06.2026 [internal]
iCoA-PP_26-141, 17.08.2026 [internal]","iCoA-PP_26-056, 03.06.2026 [internal]
iCoA-PP_26-141, 17.08.2026 [internal]","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","iCoA-PP_26-056, 03.06.2026 [internal]
iCoA-PP_26-141, 17.08.2026 [internal]","051-4-ГС/26, 02.03.2026","129/0226/26, 06.03.2026","129/0226/26, 06.03.2026","129/0226/26, 06.03.2026","129/0226/26, 06.03.2026","129/0226/26, 06.03.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-19-М/26, 11.09.2026","1058/2026, 09.03.2026
220-19-М/26, 11.09.2026","release — not tested — no certificate covers it
220-19-М/26, 11.09.2026","1058/2026, 09.03.2026","1058/2026, 09.03.2026","1058/2026, 09.03.2026","1058/2026, 09.03.2026","1058/2026, 09.03.2026"
P060182,GRC102501/2,Grapes And Cream,"iCoA-PP_26-057, 03.06.2026 [internal]
iCoA-PP_26-136, 17.08.2026 [internal]","iCoA-PP_26-057, 03.06.2026 [internal]
iCoA-PP_26-136, 17.08.2026 [internal]","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","iCoA-PP_26-057, 03.06.2026 [internal]
iCoA-PP_26-136, 17.08.2026 [internal]","051-6-ГС/26, 02.03.2026","136/0233/26, 06.03.2026","136/0233/26, 06.03.2026","136/0233/26, 06.03.2026","136/0233/26, 06.03.2026","136/0233/26, 06.03.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-14-М/26, 11.09.2026","release — not tested — no certificate covers it
220-14-М/26, 11.09.2026","release — not tested — no certificate covers it
220-14-М/26, 11.09.2026","1060/2026, 09.03.2026","1060/2026, 09.03.2026","1060/2026, 09.03.2026","1060/2026, 09.03.2026","1060/2026, 09.03.2026"
SJ112501,SJ112501,Sleepy Joe,"iCoA-PP_26-058, 03.06.2026 [internal]
iCoA-PP_26-162, 24.08.2026 [internal]","iCoA-PP_26-058, 03.06.2026 [internal]
iCoA-PP_26-162, 24.08.2026 [internal]","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","iCoA-PP_26-058, 03.06.2026 [internal]
iCoA-PP_26-162, 24.08.2026 [internal]","051-2-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-5-М/26, 16.09.2026","release — not tested — no certificate covers it
227-5-М/26, 16.09.2026","release — not tested — no certificate covers it
227-5-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
J31112501,J31112501,Jokerz 31,"iCoA-PP_26-059, 03.06.2026 [internal]
iCoA-PP_26-170, 24.08.2026 [internal]","iCoA-PP_26-059, 03.06.2026 [internal]
iCoA-PP_26-170, 24.08.2026 [internal]","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","iCoA-PP_26-059, 03.06.2026 [internal]
iCoA-PP_26-170, 24.08.2026 [internal]","051-5-ГС/26, 02.03.2026","release — not tested — no certificate covers it
547/1078/26, 31.08.2026","release — not tested — no certificate covers it
547/1078/26, 31.08.2026","release — not tested — no certificate covers it
547/1078/26, 31.08.2026","release — not tested — no certificate covers it
547/1078/26, 31.08.2026","release — not tested — no certificate covers it
547/1078/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-14-М/26, 16.09.2026","release — not tested — no certificate covers it
227-14-М/26, 16.09.2026","release — not tested — no certificate covers it
227-14-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060212,JD112501,Jelly Donuts,"iCoA-PP_26-060, 03.06.2026 [internal]
iCoA-PP_26-115, 27.07.2026 [internal]","iCoA-PP_26-060, 03.06.2026 [internal]
iCoA-PP_26-115, 27.07.2026 [internal]","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","iCoA-PP_26-060, 03.06.2026 [internal]
iCoA-PP_26-115, 27.07.2026 [internal]","ППК26063, 11.05.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-15-М/26, 10.08.2026","2361/2026, 30.04.2026
197-15-М/26, 10.08.2026","release — not tested — no certificate covers it
197-15-М/26, 10.08.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026"
OPM112501,OPM112501,Orange Punch Mimosa,"iCoA-PP_26-061, 03.06.2026 [internal]
iCoA-PP_26-157, 24.08.2026 [internal]","iCoA-PP_26-061, 03.06.2026 [internal]
iCoA-PP_26-157, 24.08.2026 [internal]","ППК26031, 05.03.2026
227-10-К/26, 11.09.2026","ППК26031, 05.03.2026
227-10-К/26, 11.09.2026","ППК26031, 05.03.2026
227-10-К/26, 11.09.2026","release — not tested — no certificate covers it
227-10-К/26, 11.09.2026","iCoA-PP_26-061, 03.06.2026 [internal]
iCoA-PP_26-157, 24.08.2026 [internal]","ППК26031, 05.03.2026","release — not tested — no certificate covers it
546/1077/26, 31.08.2026","release — not tested — no certificate covers it
546/1077/26, 31.08.2026","release — not tested — no certificate covers it
546/1077/26, 31.08.2026","release — not tested — no certificate covers it
546/1077/26, 31.08.2026","release — not tested — no certificate covers it
546/1077/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-10-М/26, 16.09.2026","release — not tested — no certificate covers it
227-10-М/26, 16.09.2026","release — not tested — no certificate covers it
227-10-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060232,PM112501,Permanent Marker,"iCoA-PP_26-062, 03.06.2026 [internal]
iCoA-PP_26-150, 17.08.2026 [internal]","iCoA-PP_26-062, 03.06.2026 [internal]
iCoA-PP_26-150, 17.08.2026 [internal]","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","iCoA-PP_26-062, 03.06.2026 [internal]
iCoA-PP_26-150, 17.08.2026 [internal]","ППК26030, 05.03.2026","135/0232/26, 06.03.2026","135/0232/26, 06.03.2026","135/0232/26, 06.03.2026","135/0232/26, 06.03.2026","135/0232/26, 06.03.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-24-М/26, 11.09.2026","1059/2026, 09.03.2026
220-24-М/26, 11.09.2026","release — not tested — no certificate covers it
220-24-М/26, 11.09.2026","1059/2026, 09.03.2026","1059/2026, 09.03.2026","1059/2026, 09.03.2026","1059/2026, 09.03.2026","1059/2026, 09.03.2026"
P060242,OPM122501,Orange Punch Mimosa,"iCoA-PP_26-063, 03.06.2026 [internal]
iCoA-PP_26-118, 27.07.2026 [internal]","iCoA-PP_26-063, 03.06.2026 [internal]
iCoA-PP_26-118, 27.07.2026 [internal]","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","iCoA-PP_26-063, 03.06.2026 [internal]
iCoA-PP_26-118, 27.07.2026 [internal]","100-4-ГС/26, 09.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-19-М/26, 10.08.2026","1627/2026, 23.04.2026
197-19-М/26, 10.08.2026","release — not tested — no certificate covers it
197-19-М/26, 10.08.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026"
GG112501,GG112501,Gorilla Glue,"iCoA-PP_26-064, 03.06.2026 [internal]
iCoA-PP_26-166, 24.08.2026 [internal]","iCoA-PP_26-064, 03.06.2026 [internal]
iCoA-PP_26-166, 24.08.2026 [internal]","ППК26061, 11.05.2026
227-20-К/26, 11.09.2026","ППК26061, 11.05.2026
227-20-К/26, 11.09.2026","ППК26061, 11.05.2026
227-20-К/26, 11.09.2026","release — not tested — no certificate covers it
227-20-К/26, 11.09.2026","iCoA-PP_26-064, 03.06.2026 [internal]
iCoA-PP_26-166, 24.08.2026 [internal]","ППК26061, 11.05.2026","304/0548/26, 28.04.2026
545/1076/26, 31.08.2026","304/0548/26, 28.04.2026
545/1076/26, 31.08.2026","304/0548/26, 28.04.2026
545/1076/26, 31.08.2026","304/0548/26, 28.04.2026
545/1076/26, 31.08.2026","304/0548/26, 28.04.2026
545/1076/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-20-М/26, 16.09.2026","2358/2026, 29.04.2026
227-20-М/26, 16.09.2026","release — not tested — no certificate covers it
227-20-М/26, 16.09.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026"
J31122501,J31122501,Jokerz 31,"iCoA-PP_26-072, 03.06.2026 [internal]
iCoA-PP_26-171, 24.08.2026 [internal]","iCoA-PP_26-072, 03.06.2026 [internal]
iCoA-PP_26-171, 24.08.2026 [internal]","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","iCoA-PP_26-072, 03.06.2026 [internal]
iCoA-PP_26-171, 24.08.2026 [internal]","100-2-ГС/26, 09.04.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026
544/1075/26, 31.08.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026
544/1075/26, 31.08.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026
544/1075/26, 31.08.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026
544/1075/26, 31.08.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026
544/1075/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-13-М/26, 16.09.2026","1628/2026, 23.04.2026
227-13-М/26, 16.09.2026","release — not tested — no certificate covers it
227-13-М/26, 16.09.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026"
CC112501,CC112501,Cash Cow,"iCoA-PP_26-073, 03.06.2026 [internal]
iCoA-PP_26-177, 24.08.2026 [internal]","iCoA-PP_26-073, 03.06.2026 [internal]
iCoA-PP_26-177, 24.08.2026 [internal]","ППК26068, 11.05.2026
227-25-К/26, 11.09.2026","ППК26068, 11.05.2026
227-25-К/26, 11.09.2026","ППК26068, 11.05.2026
227-25-К/26, 11.09.2026","release — not tested — no certificate covers it
227-25-К/26, 11.09.2026","iCoA-PP_26-073, 03.06.2026 [internal]
iCoA-PP_26-177, 24.08.2026 [internal]","ППК26068, 11.05.2026","311/0555/26, 28.04.2026
543/1074/26, 31.08.2026","311/0555/26, 28.04.2026
543/1074/26, 31.08.2026","311/0555/26, 28.04.2026
543/1074/26, 31.08.2026","311/0555/26, 28.04.2026
543/1074/26, 31.08.2026","311/0555/26, 28.04.2026
543/1074/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-25-М/26, 16.09.2026","2359/2026, 29.04.2026
227-25-М/26, 16.09.2026","release — not tested — no certificate covers it
227-25-М/26, 16.09.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026"
P060282,SCR112501,Scrambler,"iCoA-PP_26-074, 03.06.2026 [internal]
iCoA-PP_26-152, 17.08.2026 [internal]","iCoA-PP_26-074, 03.06.2026 [internal]
iCoA-PP_26-152, 17.08.2026 [internal]","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","iCoA-PP_26-074, 03.06.2026 [internal]
iCoA-PP_26-152, 17.08.2026 [internal]","ППК26069, 11.05.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-26-М/26, 11.09.2026","2360/2026, 29.04.2026
220-26-М/26, 11.09.2026","release — not tested — no certificate covers it
220-26-М/26, 11.09.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026"
