Batch,Cultivation batch,Strain,#1,#2,#3,#4,#5,#6,#7,#8,#9.1,#9.2,#9.3,#9.4,#9.5,#9.6,#9.7,#10.1,#10.2,#10.3,#11.1,#11.2,#11.3,#11.4,#12
P060092,GP092501,Grape Pie,"iCoA-PP_26-043, 03.06.2026 [internal]
iCoA-PP_26-133, 17.08.2026 [internal]","iCoA-PP_26-043, 03.06.2026 [internal]
iCoA-PP_26-133, 17.08.2026 [internal]","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","ППК26009, 21.01.2026
220-13-К/26, 25.08.2026","iCoA-PP_26-043, 03.06.2026 [internal]
iCoA-PP_26-133, 17.08.2026 [internal]","ППК26009, 21.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026","5/0008/26, 20.01.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-13-М/26, 11.09.2026","88/2026, 03.02.2026
220-13-М/26, 11.09.2026","release — not tested — no certificate covers it
220-13-М/26, 11.09.2026","88/2026, 03.02.2026","88/2026, 03.02.2026","88/2026, 03.02.2026","88/2026, 03.02.2026","88/2026, 03.02.2026"
P060102,WED102501,Wedding Cake,"iCoA-PP_26-044, 03.06.2026 [internal]
iCoA-PP_26-162, 24.08.2026 [internal]","iCoA-PP_26-044, 03.06.2026 [internal]
iCoA-PP_26-162, 24.08.2026 [internal]","release — to be performed — see route
227-4-К/26, 11.09.2026","release — not tested — no certificate covers it
227-4-К/26, 11.09.2026","release — not tested — no certificate covers it
227-4-К/26, 11.09.2026","release — not tested — no certificate covers it
227-4-К/26, 11.09.2026","iCoA-PP_26-044, 03.06.2026 [internal]
iCoA-PP_26-162, 24.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060112,PUM102501,Pure Michigen,"iCoA-PP_26-045, 03.06.2026 [internal]
iCoA-PP_26-149, 17.08.2026 [internal]","iCoA-PP_26-045, 03.06.2026 [internal]
iCoA-PP_26-149, 17.08.2026 [internal]","031-2-К/26, 10.02.2026
220-25-К/26, 26.08.2026","release — not tested — no certificate covers it
220-25-К/26, 26.08.2026","031-2-К/26, 10.02.2026
220-25-К/26, 26.08.2026","031-2-К/26, 10.02.2026
220-25-К/26, 26.08.2026","iCoA-PP_26-045, 03.06.2026 [internal]
iCoA-PP_26-149, 17.08.2026 [internal]","031-2-ГС/26, 11.02.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-25-М/26, 11.09.2026","release — not tested — no certificate covers it
220-25-М/26, 11.09.2026","release — not tested — no certificate covers it
220-25-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0009) — not tested — no certificate covers it","327/2026, 11.02.2026"
P060122,ACC102501,Amnesia Core Cut,"iCoA-PP_26-046, 03.06.2026 [internal]
iCoA-PP_26-121, 17.08.2026 [internal]","iCoA-PP_26-046, 03.06.2026 [internal]
iCoA-PP_26-121, 17.08.2026 [internal]","031-5-К/26, 10.02.2026
220-1-К/26, 25.08.2026","release — not tested — no certificate covers it
220-1-К/26, 25.08.2026","release — not tested — no certificate covers it
220-1-К/26, 25.08.2026","release — not tested — no certificate covers it
220-1-К/26, 25.08.2026","iCoA-PP_26-046, 03.06.2026 [internal]
iCoA-PP_26-121, 17.08.2026 [internal]","031-5-ГС/26, 12.02.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-1-М/26, 11.09.2026","release — not tested — no certificate covers it
220-1-М/26, 11.09.2026","release — not tested — no certificate covers it
220-1-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0010) — not tested — no certificate covers it","326/2026, 11.02.2026"
P060132,CF102501,Chem Flyer,"iCoA-PP_26-047, 03.06.2026 [internal]
iCoA-PP_26-123, 17.08.2026 [internal]","iCoA-PP_26-047, 03.06.2026 [internal]
iCoA-PP_26-123, 17.08.2026 [internal]","031-4-К/26, 10.02.2026
220-6-К/26, 25.08.2026","release — not tested — no certificate covers it
220-6-К/26, 25.08.2026","release — not tested — no certificate covers it
220-6-К/26, 25.08.2026","release — not tested — no certificate covers it
220-6-К/26, 25.08.2026","iCoA-PP_26-047, 03.06.2026 [internal]
iCoA-PP_26-123, 17.08.2026 [internal]","031-4-ГС/26, 12.02.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-6-М/26, 11.09.2026","release — not tested — no certificate covers it
220-6-М/26, 11.09.2026","release — not tested — no certificate covers it
220-6-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0011) — not tested — no certificate covers it","330/2026, 11.02.2026"
P060142,GRC102501/1,Graps & Creme,"iCoA-PP_26-048, 03.06.2026 [internal]
iCoA-PP_26-167, 24.08.2026 [internal]","iCoA-PP_26-048, 03.06.2026 [internal]
iCoA-PP_26-167, 24.08.2026 [internal]","release — to be performed — see route
227-16-К/26, 11.09.2026","release — not tested — no certificate covers it
227-16-К/26, 11.09.2026","release — not tested — no certificate covers it
227-16-К/26, 11.09.2026","release — not tested — no certificate covers it
227-16-К/26, 11.09.2026","iCoA-PP_26-048, 03.06.2026 [internal]
iCoA-PP_26-167, 24.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060152,J31102501,Jokerz 31,"iCoA-PP_26-052, 03.06.2026 [internal]
iCoA-PP_26-112, 27.07.2026 [internal]","iCoA-PP_26-052, 03.06.2026 [internal]
iCoA-PP_26-112, 27.07.2026 [internal]","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","051-1-К/26, 04.03.2026
197-16-К/26, 07.08.2026","iCoA-PP_26-052, 03.06.2026 [internal]
iCoA-PP_26-112, 27.07.2026 [internal]","051-1-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-16-М/26, 10.08.2026","release — not tested — no certificate covers it
197-16-М/26, 10.08.2026","release — not tested — no certificate covers it
197-16-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0012) — not tested — no certificate covers it","1056/2026, 09.03.2026"
SJ102501,SJ102501,Sleepy Joy,"iCoA-PP_26-053, 03.06.2026 [internal]
iCoA-PP_26-159, 24.08.2026 [internal]","iCoA-PP_26-053, 03.06.2026 [internal]
iCoA-PP_26-159, 24.08.2026 [internal]","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","051-3-К/26, 04.03.2026
227-6-К/26, 11.09.2026","iCoA-PP_26-053, 03.06.2026 [internal]
iCoA-PP_26-159, 24.08.2026 [internal]","051-3-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060172,KC102501,Kush Crasher,"iCoA-PP_26-054, 03.06.2026 [internal]
iCoA-PP_26-139, 17.08.2026 [internal]","iCoA-PP_26-054, 03.06.2026 [internal]
iCoA-PP_26-139, 17.08.2026 [internal]","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","051-4-К/26, 04.03.2026
220-19-К/26, 26.08.2026","iCoA-PP_26-054, 03.06.2026 [internal]
iCoA-PP_26-139, 17.08.2026 [internal]","051-4-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-19-М/26, 11.09.2026","release — not tested — no certificate covers it
220-19-М/26, 11.09.2026","release — not tested — no certificate covers it
220-19-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0013) — not tested — no certificate covers it","1058/2026, 09.03.2026"
P060182,GRC102501/2,Grapes and Cream,"iCoA-PP_26-055, 03.06.2026 [internal]
iCoA-PP_26-134, 17.08.2026 [internal]","iCoA-PP_26-055, 03.06.2026 [internal]
iCoA-PP_26-134, 17.08.2026 [internal]","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","051-6-К/26, 04.03.2026
220-14-К/26, 25.08.2026","iCoA-PP_26-055, 03.06.2026 [internal]
iCoA-PP_26-134, 17.08.2026 [internal]","051-6-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-14-М/26, 11.09.2026","release — not tested — no certificate covers it
220-14-М/26, 11.09.2026","release — not tested — no certificate covers it
220-14-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it","1060/2026, 09.03.2026"
SJ112501,SJ112501,Sleepy Joy,"iCoA-PP_26-056, 03.06.2026 [internal]
iCoA-PP_26-160, 24.08.2026 [internal]","iCoA-PP_26-056, 03.06.2026 [internal]
iCoA-PP_26-160, 24.08.2026 [internal]","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","051-2-К/26, 04.03.2026
227-5-К/26, 11.09.2026","iCoA-PP_26-056, 03.06.2026 [internal]
iCoA-PP_26-160, 24.08.2026 [internal]","051-2-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
J31112501,J31112501,Jokerz 31,"iCoA-PP_26-057, 03.06.2026 [internal]
iCoA-PP_26-168, 24.08.2026 [internal]","iCoA-PP_26-057, 03.06.2026 [internal]
iCoA-PP_26-168, 24.08.2026 [internal]","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","051-5-К/26, 04.03.2026
227-14-К/26, 11.09.2026","iCoA-PP_26-057, 03.06.2026 [internal]
iCoA-PP_26-168, 24.08.2026 [internal]","051-5-ГС/26, 02.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060212,JD112501,Jelly Donuts,"iCoA-PP_26-058, 03.06.2026 [internal]
iCoA-PP_26-113, 27.07.2026 [internal]","iCoA-PP_26-058, 03.06.2026 [internal]
iCoA-PP_26-113, 27.07.2026 [internal]","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","ППК26063, 11.05.2026
197-15-К/26, 07.08.2026","iCoA-PP_26-058, 03.06.2026 [internal]
iCoA-PP_26-113, 27.07.2026 [internal]","ППК26063, 11.05.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026","307/0551/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-15-М/26, 10.08.2026","2361/2026, 30.04.2026
197-15-М/26, 10.08.2026","release — not tested — no certificate covers it
197-15-М/26, 10.08.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026","2361/2026, 30.04.2026"
