coq	series	p_lot	cultivation_batch	row	parameter	class	carried_from_initial	register_status	certificates_that_report_it
CoQ-PP_26-166	initial		CC042601	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact 220-32-К/26  = 14.90 (after the CoQ)
CoQ-PP_26-166	initial		CC042601	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact 220-32-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-166	initial		CC042601	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact 220-32-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-166	initial		CC042601	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	9.1	TAMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	9.2	TYMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	9.3	Bile-tolerant GNB	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	9.4	Salmonella	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	9.5	E. coli	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-32-М/26  = ND (after the CoQ)
CoQ-PP_26-166	initial		CC042601	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 220-32-М/26  = ND (after the CoQ)
CoQ-PP_26-166	initial		CC042601	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-32-М/26  = ND (after the CoQ)
CoQ-PP_26-166	initial		CC042601	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-166	initial		CC042601	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
CoQ-PP_26-167	initial		FB042601	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact 220-31-К/26  = 14.99 (after the CoQ)
CoQ-PP_26-167	initial		FB042601	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact 220-31-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-167	initial		FB042601	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact 220-31-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-167	initial		FB042601	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	9.1	TAMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	9.2	TYMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	9.3	Bile-tolerant GNB	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	9.4	Salmonella	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	9.5	E. coli	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-31-М/26  = ND (after the CoQ)
CoQ-PP_26-167	initial		FB042601	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 220-31-М/26  = ND (after the CoQ)
CoQ-PP_26-167	initial		FB042601	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-31-М/26  = ND (after the CoQ)
CoQ-PP_26-167	initial		FB042601	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-167	initial		FB042601	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-168	initial		P160012	10.1	Aflatoxin B1	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-168	initial		P160012	10.3	Ochratoxin A	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-169	initial		P160022	10.1	Aflatoxin B1	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-169	initial		P160022	10.3	Ochratoxin A	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-170	initial		P160032	10.1	Aflatoxin B1	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-170	initial		P160032	10.3	Ochratoxin A	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-171	retest		CC042601	8	Loss on drying	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	9.1	TAMC	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	9.2	TYMC	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	9.3	Bile-tolerant GNB	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	9.4	Salmonella	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	9.5	E. coli	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	11.1	Lead	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	11.4	Mercury	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-171	retest		CC042601	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	8	Loss on drying	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	9.1	TAMC	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	9.2	TYMC	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	9.3	Bile-tolerant GNB	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	9.4	Salmonella	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	9.5	E. coli	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	11.1	Lead	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	11.4	Mercury	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-172	retest		FB042601	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
