Tranche	Batch	P lot	Strain	Determination	State	Document to cite	Issued	Laboratory	Where the document is	Blocked: document not issued	What the document prints	Other documents on file that also carry it
2	CC012603	P060372	CashCow	10 Mycotoxins	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	CC012603	P060372	CashCow	11 Heavy metals	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	CC012603	P060372	CashCow	12 Pesticide residues	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	CF102501	P060132	Chem Flyer	1 Identification A — appearance	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	CF102501	P060132	Chem Flyer	2 Identification B — microscopy	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	CF102501	P060132	Chem Flyer	3 Identification C — HPLC	READ IN THIS PASS	031-4-K/26	10.02.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-6-K/26
2	CF102501	P060132	Chem Flyer	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	031-4-K/26	10.02.2026	FHM	in eCoA_DATABASE		9.83 %w/w; 0.60 %; 9.83 %w/w; 0.60 %	220-6-K/26
2	CF102501	P060132	Chem Flyer	5 Assay — Total CBD	READ IN THIS PASS	031-4-K/26	10.02.2026	FHM	in eCoA_DATABASE		<LOQ** %w/w; <LOQ** %w/w	220-6-K/26
2	CF102501	P060132	Chem Flyer	6 Total CBN	READ IN THIS PASS	031-4-K/26	10.02.2026	FHM	in eCoA_DATABASE		<LOQ** %w/w; <LOQ** %w/w	220-6-K/26
2	CF102501	P060132	Chem Flyer	7 Foreign matter	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	CF102501	P060132	Chem Flyer	8 Loss on drying	READ IN THIS PASS	031-4-LoD/26	12.02.2026	FHM	in eCoA_DATABASE		5,6 %	
2	CF102501	P060132	Chem Flyer	9 Microbiological purity	READ IN THIS PASS	73/0116/26	09.02.2026	IJZ-MB	in eCoA_DATABASE		3,1 x 10⁴ CFU/g CFU/g; 3,9 x 10⁴ CFU/g CFU/g; < 10³ и 10² CFU/g CFU/g; Одговара; Одговара	
2	CF102501	P060132	Chem Flyer	10 Mycotoxins	READ IN THIS PASS	330/2026	11.02.2026	IJZ	in eCoA_DATABASE		2,1 µg/kg	
2	CF102501	P060132	Chem Flyer	11 Heavy metals	READ IN THIS PASS	330/2026	11.02.2026	IJZ	in eCoA_DATABASE		0,07 mg/kg(l); 0,0942 mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l)	
2	CF102501	P060132	Chem Flyer	12 Pesticide residues	READ IN THIS PASS	330/2026	11.02.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	CJ062501/1	P050222	Cap Junky	1 Identification A — appearance	CITED	iCoA-PP_26-028	24.11.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ062501/1	P050222	Cap Junky	2 Identification B — microscopy	CITED	iCoA-PP_26-028	24.11.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ062501/1	P050222	Cap Junky	3 Identification C — HPLC	CITED	ППК25321	23.10.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-3-K/26
2	CJ062501/1	P050222	Cap Junky	4 Assay — Total Δ⁹-THC	CITED	ППК25321	23.10.2025	CNP	in eCoA_DATABASE		21.51	220-3-K/26
2	CJ062501/1	P050222	Cap Junky	5 Assay — Total CBD	CITED	ППК25321	23.10.2025	CNP	in eCoA_DATABASE		0.07	220-3-K/26
2	CJ062501/1	P050222	Cap Junky	6 Total CBN	CITED	ППК25321	23.10.2025	CNP	in eCoA_DATABASE		0.02 ᴰ	220-3-K/26
2	CJ062501/1	P050222	Cap Junky	7 Foreign matter	CITED	iCoA-PP_26-028	24.11.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ062501/1	P050222	Cap Junky	8 Loss on drying	CITED	ППК25321	23.10.2025	CNP	in eCoA_DATABASE		7.77	
2	CJ062501/1	P050222	Cap Junky	9 Microbiological purity	CITED	1217-2168-25	01.12.2025	IJZ-MB	in eCoA_DATABASE		<10; 20; <10; Одговара; Одговара	535/1066/26
2	CJ062501/1	P050222	Cap Junky	10 Mycotoxins	CITED	4907-2025	24.10.2025	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	CJ062501/1	P050222	Cap Junky	11 Heavy metals	CITED	4907-2025	24.10.2025	IJZ	in eCoA_DATABASE		0.037; 0.002; 0.027; 0.017	
2	CJ062501/1	P050222	Cap Junky	12 Pesticide residues	CITED	4907-2025	24.10.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
2	CJ082501/1	P060022	Cap Junky	1 Identification A — appearance	CITED	iCoA-PP_26-038	16.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ082501/1	P060022	Cap Junky	2 Identification B — microscopy	CITED	iCoA-PP_26-038	16.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ082501/1	P060022	Cap Junky	3 Identification C — HPLC	CITED	ППК26002	21.01.2026	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-4-K/26
2	CJ082501/1	P060022	Cap Junky	4 Assay — Total Δ⁹-THC	CITED	ППК26002	21.01.2026	CNP	in eCoA_DATABASE		24.96	220-4-K/26
2	CJ082501/1	P060022	Cap Junky	5 Assay — Total CBD	CITED	ППК26002	21.01.2026	CNP	in eCoA_DATABASE		0.09	220-4-K/26
2	CJ082501/1	P060022	Cap Junky	6 Total CBN	CITED	ППК26002	21.01.2026	CNP	in eCoA_DATABASE		0.02 % ᴰ	220-4-K/26
2	CJ082501/1	P060022	Cap Junky	7 Foreign matter	CITED	iCoA-PP_26-038	16.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ082501/1	P060022	Cap Junky	8 Loss on drying	CITED	ППК26002	21.01.2026	CNP	in eCoA_DATABASE		7.21	
2	CJ082501/1	P060022	Cap Junky	9 Microbiological purity	CITED	8-0011-26	20.01.2026	IJZ-MB	in eCoA_DATABASE		1,5 x 10² CFU/g CFU/g; 1,3 x 10² CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	CJ082501/1	P060022	Cap Junky	10 Mycotoxins	CITED	81-2026	02.02.2026	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	CJ082501/1	P060022	Cap Junky	11 Heavy metals	CITED	81-2026	02.02.2026	IJZ	in eCoA_DATABASE		0.075; н.д.; н.д.; н.д.	
2	CJ082501/1	P060022	Cap Junky	12 Pesticide residues	CITED	81-2026	02.02.2026	IJZ	in eCoA_DATABASE		≤ LOQ (all 26 compounds)	
2	CJ092501	P060072	Cap Junky	1 Identification A — appearance	CITED	iCoA-PP_26-043	02.02.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ092501	P060072	Cap Junky	2 Identification B — microscopy	CITED	iCoA-PP_26-043	02.02.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ092501	P060072	Cap Junky	3 Identification C — HPLC	CITED	ППК26007	21.01.2026	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-5-K/26
2	CJ092501	P060072	Cap Junky	4 Assay — Total Δ⁹-THC	CITED	ППК26007	21.01.2026	CNP	in eCoA_DATABASE		22.30	220-5-K/26
2	CJ092501	P060072	Cap Junky	5 Assay — Total CBD	CITED	ППК26007	21.01.2026	CNP	in eCoA_DATABASE		0.10	220-5-K/26
2	CJ092501	P060072	Cap Junky	6 Total CBN	CITED	ППК26007	21.01.2026	CNP	in eCoA_DATABASE		ND ᴰ	220-5-K/26
2	CJ092501	P060072	Cap Junky	7 Foreign matter	CITED	iCoA-PP_26-043	02.02.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CJ092501	P060072	Cap Junky	8 Loss on drying	CITED	ППК26007	21.01.2026	CNP	in eCoA_DATABASE		7.64	
2	CJ092501	P060072	Cap Junky	9 Microbiological purity	CITED	10-0013-26	20.01.2026	IJZ-MB	in eCoA_DATABASE		<10; <10; <10; Одговара; Одговара	
2	CJ092501	P060072	Cap Junky	10 Mycotoxins	CITED	86-2026	02.02.2026	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	CJ092501	P060072	Cap Junky	11 Heavy metals	CITED	86-2026	02.02.2026	IJZ	in eCoA_DATABASE		0.04; н.д.; н.д.; 0.004	
2	CJ092501	P060072	Cap Junky	12 Pesticide residues	CITED	86-2026	02.02.2026	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
2	CLE072501	P050282	Clemosa	1 Identification A — appearance	CITED	iCoA-PP_26-032	03.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CLE072501	P050282	Clemosa	2 Identification B — microscopy	CITED	iCoA-PP_26-032	03.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CLE072501	P050282	Clemosa	3 Identification C — HPLC	CITED	ППК25370	28.11.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-7-K/26
2	CLE072501	P050282	Clemosa	4 Assay — Total Δ⁹-THC	CITED	ППК25370	28.11.2025	CNP	in eCoA_DATABASE		8.02	220-7-K/26
2	CLE072501	P050282	Clemosa	5 Assay — Total CBD	CITED	ППК25370	28.11.2025	CNP	in eCoA_DATABASE		0.04	220-7-K/26
2	CLE072501	P050282	Clemosa	6 Total CBN	CITED	ППК25370	28.11.2025	CNP	in eCoA_DATABASE		BLQ ᴰ	220-7-K/26
2	CLE072501	P050282	Clemosa	7 Foreign matter	CITED	iCoA-PP_26-032	03.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	CLE072501	P050282	Clemosa	8 Loss on drying	CITED	ППК25370	28.11.2025	CNP	in eCoA_DATABASE		9.68	
2	CLE072501	P050282	Clemosa	9 Microbiological purity	CITED	1219-2170-25	01.12.2025	IJZ-MB	in eCoA_DATABASE		<10; <10; <10; Одговара; Одговара	
2	CLE072501	P050282	Clemosa	10 Mycotoxins	CITED	5700-2025	02.12.2025	IJZ	in eCoA_DATABASE		n.r.; 2.2; n.r.	
2	CLE072501	P050282	Clemosa	11 Heavy metals	CITED	5700-2025	02.12.2025	IJZ	in eCoA_DATABASE		0.032; 0.002; 0.013; 0.021	
2	CLE072501	P050282	Clemosa	12 Pesticide residues	CITED	5700-2025	02.12.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 27 compounds)	
2	FB012601/1	P060322	Fat Bastard	1 Identification A — appearance	CITED	iCoA-PP_26-066	22.05.2026	PP	planned, NOT ISSUED (2026-05-27)	YES — the certificate has not been issued	Conforms	
2	FB012601/1	P060322	Fat Bastard	2 Identification B — microscopy	CITED	iCoA-PP_26-066	22.05.2026	PP	planned, NOT ISSUED (2026-05-27)	YES — the certificate has not been issued	Conforms	
2	FB012601/1	P060322	Fat Bastard	3 Identification C — HPLC	CITED	ППК26067	11.05.2026	CNP	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-8-K/26
2	FB012601/1	P060322	Fat Bastard	4 Assay — Total Δ⁹-THC	CITED	ППК26067	11.05.2026	CNP	in eCoA_DATABASE		0.56 % %; 16.10 % %; 14.68 % %	220-8-K/26
2	FB012601/1	P060322	Fat Bastard	5 Assay — Total CBD	CITED	ППК26067	11.05.2026	CNP	in eCoA_DATABASE		0.04 % %; BLQ %; 0.04 % %	220-8-K/26
2	FB012601/1	P060322	Fat Bastard	6 Total CBN	CITED	ППК26067	11.05.2026	CNP	in eCoA_DATABASE		BLQ %	220-8-K/26
2	FB012601/1	P060322	Fat Bastard	7 Foreign matter	CITED	iCoA-PP_26-066	22.05.2026	PP	planned, NOT ISSUED (2026-05-27)	YES — the certificate has not been issued	Conforms	
2	FB012601/1	P060322	Fat Bastard	8 Loss on drying	CITED	ППК26067	11.05.2026	CNP	in eCoA_DATABASE		7.67 % %	
2	FB012601/1	P060322	Fat Bastard	9 Microbiological purity	CITED	308-0552-26	28.04.2026	IJZ-MB	in eCoA_DATABASE		2 x 10³ CFU/g CFU/g; 2,1 x 10³ CFU/g CFU/g; < 10 CFU/g CFU/g; Отсутна/g; Отсутна/25 g	
2	FB012601/1	P060322	Fat Bastard	10 Mycotoxins	CITED	2362-2026	30.04.2026	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	FB012601/1	P060322	Fat Bastard	11 Heavy metals	CITED	2362-2026	30.04.2026	IJZ	in eCoA_DATABASE		0,0114 mg/kg; 0,017 mg/kg(l); 0,0144 mg/kg(l); 0,0155 mg/kg(l)	
2	FB012601/1	P060322	Fat Bastard	12 Pesticide residues	CITED	2362-2026	30.04.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	GG1024	—	Gorilla Glue	1 Identification A — appearance	CITED	iCoA-PP_26-004	11.03.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GG1024	—	Gorilla Glue	2 Identification B — microscopy	CITED	iCoA-PP_26-004	11.03.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GG1024	—	Gorilla Glue	3 Identification C — HPLC	READ IN THIS PASS	220-9-K/26	25.08.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	ППК25008
2	GG1024	—	Gorilla Glue	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	220-9-K/26	25.08.2026	FHM	in eCoA_DATABASE		15.51 % w/w	ППК25008
2	GG1024	—	Gorilla Glue	5 Assay — Total CBD	READ IN THIS PASS	220-9-K/26	25.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	ППК25008
2	GG1024	—	Gorilla Glue	6 Total CBN	READ IN THIS PASS	220-9-K/26	25.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	ППК25008
2	GG1024	—	Gorilla Glue	7 Foreign matter	CITED	iCoA-PP_26-004	11.03.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Confirms	
2	GG1024	—	Gorilla Glue	8 Loss on drying	READ IN THIS PASS	ППК25008	29.01.2025	CNP	in eCoA_DATABASE		76.07 %	
2	GG1024	—	Gorilla Glue	9 Microbiological purity	READ IN THIS PASS	166/0274/25	24.02.2025	IJZ-MB	in eCoA_DATABASE		1,1 x 10⁴ CFU/g; < 10 CFU/g; < 10² и > 10 CFU/g; Одговара; Одговара	
2	GG1024	—	Gorilla Glue	10 Mycotoxins	READ IN THIS PASS	748/2025	04.03.2025	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	GG1024	—	Gorilla Glue	11 Heavy metals	READ IN THIS PASS	748/2025	04.03.2025	IJZ	in eCoA_DATABASE		0,052 mg/kg; 0,016 mg/kg(l); 0,04 mg/kg(l); 0,004 mg/kg(l)	
2	GG1024	—	Gorilla Glue	12 Pesticide residues	READ IN THIS PASS	748/2025	04.03.2025	IJZ	in eCoA_DATABASE		н.д. mg/Kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	GP072501/2	P050302	Grape Pie	1 Identification A — appearance	CITED	iCoA-PP_26-034	22.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP072501/2	P050302	Grape Pie	2 Identification B — microscopy	CITED	iCoA-PP_26-034	22.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP072501/2	P050302	Grape Pie	3 Identification C — HPLC	CITED	ППК25379	12.12.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-10-K/26
2	GP072501/2	P050302	Grape Pie	4 Assay — Total Δ⁹-THC	CITED	ППК25379	12.12.2025	CNP	in eCoA_DATABASE		19.81	220-10-K/26
2	GP072501/2	P050302	Grape Pie	5 Assay — Total CBD	CITED	ППК25379	12.12.2025	CNP	in eCoA_DATABASE		0.10	220-10-K/26
2	GP072501/2	P050302	Grape Pie	6 Total CBN	CITED	ППК25379	12.12.2025	CNP	in eCoA_DATABASE		0.03 % ᴰ	220-10-K/26
2	GP072501/2	P050302	Grape Pie	7 Foreign matter	CITED	iCoA-PP_26-034	22.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP072501/2	P050302	Grape Pie	8 Loss on drying	CITED	ППК25379	12.12.2025	CNP	in eCoA_DATABASE		7.41	
2	GP072501/2	P050302	Grape Pie	9 Microbiological purity	CITED	1229-2195-25	05.12.2025	IJZ-MB	in eCoA_DATABASE		2 x 10² CFU/g CFU/g; 3 x 10² CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	GP072501/2	P050302	Grape Pie	10 Mycotoxins	CITED	5887-2025	12.12.2025	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	GP072501/2	P050302	Grape Pie	11 Heavy metals	CITED	5887-2025	12.12.2025	IJZ	in eCoA_DATABASE		0.017; 0.0028; 0.02; 0.019	
2	GP072501/2	P050302	Grape Pie	12 Pesticide residues	CITED	5887-2025	12.12.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
2	GP0824_03	P050072	Grape Pie	1 Identification A — appearance	CITED	iCoA-PP_26-013	14.07.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP0824_03	P050072	Grape Pie	2 Identification B — microscopy	CITED	iCoA-PP_26-013	14.07.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP0824_03	P050072	Grape Pie	3 Identification C — HPLC	CITED	ППК25175	10.07.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-11-K/26
2	GP0824_03	P050072	Grape Pie	4 Assay — Total Δ⁹-THC	CITED	ППК25175	10.07.2025	CNP	in eCoA_DATABASE		25.45	220-11-K/26
2	GP0824_03	P050072	Grape Pie	5 Assay — Total CBD	CITED	ППК25175	10.07.2025	CNP	in eCoA_DATABASE		0.08	220-11-K/26
2	GP0824_03	P050072	Grape Pie	6 Total CBN	CITED	ППК25175	10.07.2025	CNP	in eCoA_DATABASE		BLQ ᴰ	220-11-K/26
2	GP0824_03	P050072	Grape Pie	7 Foreign matter	CITED	iCoA-PP_26-013	14.07.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP0824_03	P050072	Grape Pie	8 Loss on drying	CITED	ППК25175	10.07.2025	CNP	in eCoA_DATABASE		6.58	
2	GP0824_03	P050072	Grape Pie	9 Microbiological purity	CITED	628-1129-25	02.07.2025	IJZ-MB	in eCoA_DATABASE		1.1 x 10⁴; 1.2 x 10⁴; <10⁴ и >10³; Одговара; Одговара	
2	GP0824_03	P050072	Grape Pie	10 Mycotoxins	CITED	3178-2025	26.06.2025	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	GP0824_03	P050072	Grape Pie	11 Heavy metals	CITED	3178-2025	26.06.2025	IJZ	in eCoA_DATABASE		н.д.; н.д.; 0.119; н.д.	
2	GP0824_03	P050072	Grape Pie	12 Pesticide residues	CITED	3178-2025	26.06.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
2	GP082501/1	P050312	Grape Pie	1 Identification A — appearance	CITED	iCoA-PP_26-035	23.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP082501/1	P050312	Grape Pie	2 Identification B — microscopy	CITED	iCoA-PP_26-035	23.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP082501/1	P050312	Grape Pie	3 Identification C — HPLC	CITED	ППК25380	12.12.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-12-K/26
2	GP082501/1	P050312	Grape Pie	4 Assay — Total Δ⁹-THC	CITED	ППК25380	12.12.2025	CNP	in eCoA_DATABASE		21.29	220-12-K/26
2	GP082501/1	P050312	Grape Pie	5 Assay — Total CBD	CITED	ППК25380	12.12.2025	CNP	in eCoA_DATABASE		0.08	220-12-K/26
2	GP082501/1	P050312	Grape Pie	6 Total CBN	CITED	ППК25380	12.12.2025	CNP	in eCoA_DATABASE		0.03 % ᴰ	220-12-K/26
2	GP082501/1	P050312	Grape Pie	7 Foreign matter	CITED	iCoA-PP_26-035	23.12.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP082501/1	P050312	Grape Pie	8 Loss on drying	CITED	ППК25380	12.12.2025	CNP	in eCoA_DATABASE		6.29	
2	GP082501/1	P050312	Grape Pie	9 Microbiological purity	CITED	1226-2192-25	05.12.2025	IJZ-MB	in eCoA_DATABASE		4,3 x 10² CFU/g CFU/g; 1 x 10³ CFU/g CFU/g; < 10³ и > 10² CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	GP082501/1	P050312	Grape Pie	10 Mycotoxins	CITED	5888-2025	12.12.2025	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	GP082501/1	P050312	Grape Pie	11 Heavy metals	CITED	5888-2025	12.12.2025	IJZ	in eCoA_DATABASE		0.014; 0.003; 0.02; 0.017	
2	GP082501/1	P050312	Grape Pie	12 Pesticide residues	CITED	5888-2025	12.12.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 28 compounds)	
2	GP092501	P060092	Grape Pie	1 Identification A — appearance	CITED	iCoA-PP_26-045	03.02.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP092501	P060092	Grape Pie	2 Identification B — microscopy	CITED	iCoA-PP_26-045	03.02.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP092501	P060092	Grape Pie	3 Identification C — HPLC	CITED	ППК26009	21.01.2026	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-13-K/26
2	GP092501	P060092	Grape Pie	4 Assay — Total Δ⁹-THC	CITED	ППК26009	21.01.2026	CNP	in eCoA_DATABASE		25.73	220-13-K/26
2	GP092501	P060092	Grape Pie	5 Assay — Total CBD	CITED	ППК26009	21.01.2026	CNP	in eCoA_DATABASE		0.11	220-13-K/26
2	GP092501	P060092	Grape Pie	6 Total CBN	CITED	ППК26009	21.01.2026	CNP	in eCoA_DATABASE		0.02 % ᴰ	220-13-K/26
2	GP092501	P060092	Grape Pie	7 Foreign matter	CITED	iCoA-PP_26-045	03.02.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	GP092501	P060092	Grape Pie	8 Loss on drying	CITED	ППК26009	21.01.2026	CNP	in eCoA_DATABASE		6.91	
2	GP092501	P060092	Grape Pie	9 Microbiological purity	CITED	5-0008-26	20.01.2026	IJZ-MB	in eCoA_DATABASE		1 x 10² CFU/g CFU/g; < 10 CFU/g CFU/g; < 10² и > 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	GP092501	P060092	Grape Pie	10 Mycotoxins	CITED	88-2026	03.02.2026	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	GP092501	P060092	Grape Pie	11 Heavy metals	CITED	88-2026	03.02.2026	IJZ	in eCoA_DATABASE		0.022; Н.д.; Н.д.; 0.007	
2	GP092501	P060092	Grape Pie	12 Pesticide residues	CITED	88-2026	03.02.2026	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
2	GRC102501/2	P060182	Grapes and Cream	1 Identification A — appearance	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	GRC102501/2	P060182	Grapes and Cream	2 Identification B — microscopy	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	GRC102501/2	P060182	Grapes and Cream	3 Identification C — HPLC	READ IN THIS PASS	051-6-K/26	04.03.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-14-K/26; 031-1-K/26
2	GRC102501/2	P060182	Grapes and Cream	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	051-6-K/26	04.03.2026	FHM	in eCoA_DATABASE		11.53 %w/w	220-14-K/26; 031-1-K/26
2	GRC102501/2	P060182	Grapes and Cream	5 Assay — Total CBD	READ IN THIS PASS	051-6-K/26	04.03.2026	FHM	in eCoA_DATABASE		<LOQ** %w/w	220-14-K/26; 031-1-K/26
2	GRC102501/2	P060182	Grapes and Cream	6 Total CBN	READ IN THIS PASS	051-6-K/26	04.03.2026	FHM	in eCoA_DATABASE		<LOQ** %w/w	220-14-K/26; 031-1-K/26
2	GRC102501/2	P060182	Grapes and Cream	7 Foreign matter	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	GRC102501/2	P060182	Grapes and Cream	8 Loss on drying	READ IN THIS PASS	051-6-LoD/26	02.03.2026	FHM	in eCoA_DATABASE		7,7 %	031-1-LoD/26
2	GRC102501/2	P060182	Grapes and Cream	9 Microbiological purity	READ IN THIS PASS	136/0233/26	06.03.2026	IJZ-MB	in eCoA_DATABASE		2,3 x 10² CFU/g CFU/g; 1,3 x 10² CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара; Одговара	76/0119/26
2	GRC102501/2	P060182	Grapes and Cream	10 Mycotoxins	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	GRC102501/2	P060182	Grapes and Cream	11 Heavy metals	READ IN THIS PASS	1060/2026	09.03.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg(l); н.д. mg/kg(l); 0,0013 mg/kg(l); н.д. mg/kg(l)	328/2026
2	GRC102501/2	P060182	Grapes and Cream	12 Pesticide residues	READ IN THIS PASS	1060/2026	09.03.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	328/2026
